tema;data;link;duration;tags
Live de Python #130 - Python: A linguagem dos dados com Caroline Dantas;20200720;http://youtu.be/Dlnp6A3Oyk8;7235;%live_de_python%eduardo_mendes%, Live de Python, Eduardo Mendes, Python, Python 3, data, caroline dantas, data science, dados
Conhecendo Elixir com Ana C. Lopes;20200715;http://youtu.be/tBnO6KIbQ0c;6283;live, livedepython, conhecendo, eduardo mendes, Emerson Lara, testes, firmware, testes de firmware
Python no front-end com Brython - Live de Python #129;20200706;http://youtu.be/S5tBIbOevgw;5145;Front End, Python, Brython, Javascript
Conhecendo Gnome com Luciano Ratamero;20200701;http://youtu.be/z9QSqt51zIo;8164;live, livedepython, conhecendo, eduardo mendes, Emerson Lara, testes, firmware, testes de firmware
Live de Python #128 - Publicando seu primeiro pacote no PyPI com Alexandre Harano;20200629;http://youtu.be/CW7Z1AqGyJM;6590;%live_de_python%eduardo_mendes%, Live de Python, Eduardo Mendes, Python, Python 3, Alexandre Harano, pyPI, Publicação de pacote python
Conhecendo testes de firmware com Emerson Lara;20200625;http://youtu.be/HXU6BLu7Jx0;4552;live, livedepython, conhecendo, eduardo mendes, Emerson Lara, testes, firmware, testes de firmware
Live de Python #127 - Como iniciar uma carreira em ciência de dados? com Mikaeri Ohana;20200622;http://youtu.be/PumE2TWOozw;7505;%live_de_python%eduardo_mendes%, Live de Python, Eduardo Mendes, Python, Python 3, Mikaeri Ohana, data science, ciência de dados
Conhecendo JavaScript com Marcus Pereira [@spacedevs];20200617;http://youtu.be/zxuS8Jbjx7c;8756;javascript, js, live, livedepython, conhecendo, eduardo mendes, marcus pereira, spacedevs
Live de Python #126 - Ansible e colorado com @punkdodevops;20200616;http://youtu.be/22OxRcRxte8;7267;%live_de_python%eduardo_mendes%, Live de Python, Eduardo Mendes, Python, Python 3, Curso de Python, load, balancer, load balancer, balanceamento de carga
Conhecendo Tmux com Jônatas Oliveira;20200611;http://youtu.be/7wm93bWCMlI;4815;
Live de Python #125 - Balanceamento de carga com Natalia Raythz;20200526;http://youtu.be/yAy_n8n6S5E;3895;%live_de_python%eduardo_mendes%, Live de Python, Eduardo Mendes, Python, Python 3, Curso de Python, load, balancer, load balancer, balanceamento de carga
Live de Python #124 - Trabalhando com FOSS com Ingrid Sena;20200519;http://youtu.be/DvF0PDF3REI;6864;%live_de_python%eduardo_mendes%, Live de Python, Eduardo Mendes, Python, Python 3, Curso de Python, Ingrid Sena, FOSS, Software Livre
Selenium com Python #Plantão - Dúvidas e aplicações - Semana 3;20200516;http://youtu.be/iLSgkWdepfA;5545;python, live de python, dunossauro, eduardo mendes, curso, selenium
Live de Python #123 - Apache Airflow com Juan Funez;20200512;http://youtu.be/LMk78Dmk0qU;8835;%live_de_python%eduardo_mendes%, Live de Python, Eduardo Mendes, Python, Python 3, Curso de Python, apache, airflow, apacheairflow, Juan funez
Selenium com Python #palestra - Conhecendo XPATH com Renne Rocha;20200507;http://youtu.be/vuLNc2yCNYk;6325;%live_de_python%eduardo_mendes%, Live de Python, Eduardo Mendes, Python, Python 3, Curso de Python, selenium, xpath
Selenium com Python #Plantão - Dúvidas e aplicações - Semana 2;20200502;http://youtu.be/X73Iyq1M688;4070;python, live de python, dunossauro, eduardo mendes, curso, selenium
Selenium com Python #palestra - Vamos falar de QA? com Mariana Elisa;20200423;http://youtu.be/TOt6YvONKNA;5898;python, live de python, dunossauro, eduardo mendes, curso, selenium
Selenium com Python #00 - Abertura do curso;20200422;http://youtu.be/PHHXksljGNA;4180;python, live de python, dunossauro, eduardo mendes, curso, selenium
Live de Python especial de 3 anos.;20200421;http://youtu.be/M0T4ZvtzYNs;6905;
Conhecendo CSS com Giordane Oliveira;20200416;http://youtu.be/2xa_g0g8SiE;6595;CSS, Live de Python, Giordane Oliveira, Eduardo Mendes
Live de Python #122 - Respondendo perguntas sobre python;20200414;http://youtu.be/oot2mgKE00U;7995;%live_de_python%eduardo_mendes%, Live de Python, Eduardo Mendes, Python, Python 3, Curso de Python
Live de Python #121 - State - Padrões de projeto #06;20200323;http://youtu.be/6kNXFCoQBl0;4942;
Live de Python #120 - Strategy - Padrões de projeto #05;20200309;http://youtu.be/-UKPFtS4-jI;5926;
Live de Python #119 - Resolvendo problemas;20200302;http://youtu.be/48fWEFIfX9U;6812;
Live de Python #118 - Chain of responsibility / Pipelines / Composição  - Padrões de projeto #04;20200217;http://youtu.be/iqVOUAbeGoE;7417;
Live de Python #117 - Template Method / Hooks - Padrões de projeto #03 (parte 2);20200203;http://youtu.be/F3rhZMg_vuM;4861;
Live de Python #117 - Template Method / Hooks - Padrões de projeto #03 (parte 1);20200203;http://youtu.be/WyyKnROg3a4;701;
Live de Python #116 - Observer / PubSub / Dispatcher - Padrões de projeto #02;20200127;http://youtu.be/sbCJucr8aJg;5454;python, Eduardo Mendes, Python, curso de python, python 3, python tutorial, Live de Python
Live de Python #115 - Introdução a padrões de projeto (parte 2);20200106;http://youtu.be/neXiofJ5Eis;930;python, Eduardo Mendes, Python, curso de python, python 3, python tutorial, Live de Python, Padroes de projeto, design patterns
Live de Python #115 - Introdução a padrões de projeto (parte 1);20200106;http://youtu.be/fG5pYDVm8_M;3758;python, Eduardo Mendes, Python, curso de python, python 3, python tutorial, Live de Python, padrões de projeto, Design patterns, live de python
Live de Python - Especial final de ano;20191216;http://youtu.be/5vSkKAUulPo;5170;python tutorial, python 3, Python, Programação funcional, Eduardo Mendes, curso de python, BDD, %live_de_python%eduardo_mendes%, TDD, Live de Python, python
Live de Python - Especial final de ano;20191216;http://youtu.be/71iXixaJHOg;1511;BDD, python tutorial, Eduardo Mendes, TDD, curso de python, python, Python, Live de Python, %live_de_python%eduardo_mendes%, Programação funcional, python 3
Live de Python #114 - Bazuca ou canivete, Django ou Flask - com Tyrone Damasceno;20191209;http://youtu.be/jufCvVV_HI0;5901;Live de Python, Programação funcional, curso de python, python 3, %live_de_python%eduardo_mendes%, Eduardo Mendes, python tutorial, BDD, python, TDD, Python
Live de Python  #113 - FastAPI - Com João Lugão;20191202;http://youtu.be/MxlS5_MI_WY;6427;curso de python, Python, Eduardo Mendes, python 3, python tutorial, Programação funcional, python, Live de Python, TDD, BDD
Live de Python #112 - Testes de perfomace com Locust - com Flávio Meira;20191125;http://youtu.be/bSFjmGakIPU;4409;Eduardo Mendes, Live de Python, TDD, Programação funcional, python, %live_de_python%eduardo_mendes%, BDD, curso de python, python 3, Python, python tutorial
Live de Python #111 - Testes com Django - com Renan Moura;20191118;http://youtu.be/Prp7S61irdI;7264;python, TDD, Eduardo Mendes, %live_de_python%eduardo_mendes%, python 3, BDD, Python, python tutorial, curso de python, Programação funcional, Live de Python
Live de Python #110 - QGIS - com Kyle Felipe;20191111;http://youtu.be/s2XaRTg4J6U;9555;%live_de_python%eduardo_mendes%, Eduardo Mendes, Live de Python, TDD, Programação funcional, curso de python, python 3, Python, python tutorial, python, BDD
Live de Python #109 - Desenhando doideiras com Python - com Bernardo Fontes;20191104;http://youtu.be/9hk3Y9uO6wQ;5552;%live_de_python%eduardo_mendes%, Programação funcional, Live de Python, TDD, python tutorial, python 3, curso de python, python, BDD, Eduardo Mendes, Python
Live de Python #108 - Montando APIs em minutos com Django Rest Framework - com Luiz Guilherme;20191029;http://youtu.be/I8IAJ3asw5w;6831;curso de python, Programação funcional, Live de Python, python tutorial, python 3, %live_de_python%eduardo_mendes%, Python, BDD, TDD, Eduardo Mendes, python
Live de Python #107 - Flask templates a vera - com StatusOK;20191014;http://youtu.be/16-O7_K3djo;6905;Programação funcional, Eduardo Mendes, python tutorial, BDD, python, Live de Python, python 3, curso de python, %live_de_python%eduardo_mendes%, Python, TDD
Live de Python #106 - CI - Integração contínua;20191007;http://youtu.be/yqsGbfvbMcQ;5858;%live_de_python%eduardo_mendes%, Eduardo Mendes, Live de Python, TDD, Programação funcional, curso de python, python 3, python, python tutorial, Python, BDD
Criando uma API com flask + BDD + TDD + Marshmallow;20190924;http://youtu.be/Y_GQdxRSnIg;10429;python tutorial, Eduardo Mendes, Programação funcional, python 3, BDD, Live de Python, Python, %live_de_python%eduardo_mendes%, curso de python, TDD, python
Live de Python #105 - Estruturas de decisão;20190923;http://youtu.be/EK42cKmIRP4;6343;Eduardo Mendes, Python, python 3, python tutorial, BDD, curso de python, TDD, %live_de_python%eduardo_mendes%, Live de Python, Programação funcional, python
Live de Python #104 - Aplicação doze-fatores 12FactorApp - com Bruno Rocha;20190916;http://youtu.be/DA-hOskxOxE;7273;Python, Live de Python, curso de python, python 3, %live_de_python%eduardo_mendes%, Eduardo Mendes, python tutorial, BDD, python, Programação funcional, TDD
Live de Python #103 - Fazendo música com FoxDot - com Diego Dukão;20190903;http://youtu.be/2Ek4CzMRdsQ;5513;%live_de_python%eduardo_mendes%, python, TDD, curso de python, Live de Python, Programação funcional, Eduardo Mendes, python 3, BDD, Python, python tutorial
Live de Python #103 - Fazendo música com FoxDot - com Diego Dukão;20190903;http://youtu.be/HZiWyakqLWI;1006;Live de Python, Programação funcional, curso de python, python tutorial, python 3, Python, %live_de_python%eduardo_mendes%, BDD, TDD, Eduardo Mendes, python
Live de Python #102 - TDD com Mamba e Expects;20190826;http://youtu.be/I_kYOh2hcY4;6192;TDD, Eduardo Mendes, python, python tutorial, python 3, Python, %live_de_python%eduardo_mendes%, BDD, curso de python, Live de Python, Programação funcional
Live de Python #101 - WSGI e Gunicorn;20190819;http://youtu.be/J354T4gth0s;5709;Eduardo Mendes, TDD, python, python 3, python tutorial, BDD, %live_de_python%eduardo_mendes%, curso de python, Live de Python, Programação funcional, Python
Live de Python #100 - Tudo ao mesmo tempo agora - Com Luciano Ramalho;20190813;http://youtu.be/wReCMR8rnRI;6017;%live_de_python%eduardo_mendes%, python, Live de Python, curso de python, TDD, Python, Programação funcional, python tutorial, python 3, BDD, Eduardo Mendes
Live de Python #99 - Vamos entender a conferência Python Brasil? - Com Mário Sérgio e Ana Dulce;20190729;http://youtu.be/XKV-C8Tba-8;6916;%live_de_python%eduardo_mendes%, psf, brasil, python, #hangoutsonair, #hoa, Eduardo Mendes, Programação funcional, python software foundation, BDD, Python, PUG, grupy, Hangouts On Air, TDD, python tutorial, Live de Python, curso de python, python 3
Live de Python #98 - Criando uma aplicação web serverless na AWS - com Guilherme Ramos;20190722;http://youtu.be/0w_vjcOy8nU;6015;python tutorial, python, lambda, Programação funcional, #hoa, curso de python, Python, BDD, boto3, %live_de_python%eduardo_mendes%, #hangoutsonair, serverless, TDD, python 3, Hangouts On Air, aws, Live de Python, Eduardo Mendes
Live de Python #97 - Desacoplando configurações com Decouple - com Henrique Bastos;20190715;http://youtu.be/zYJGpLw5Wv4;8540;mendes, #hangoutsonair, 12 fatores, live, HB, 12factories, python, to, WTTD, curso de python, python 3, %live_de_python%eduardo_mendes%, python tutorial, Eduardo Mendes, BDD, decouple, henrique bastos, Hangouts On Air, #hoa, de, Python, 12 factories, the, Live de Python, whelcome, TDD, Programação funcional, eduardo, django
Live de Python #96 - Mockando requests com VCRpy - com Luiz Menezes;20190708;http://youtu.be/uOj4-gY4YHg;3979;testes, Eduardo Mendes, unittest, %live_de_python%eduardo_mendes%, #hangoutsonair, spy, https, python 3, python, dummy, grupy, Hangouts On Air, Programação funcional, TDD, BDD, dubles, fake, httparty, brasil, VCRpy, python tutorial, python3, stub, VCR, request, postman, teste, tests, testing, Live de Python, pytest, PUG, requests, http, caipyra, doubles, #hoa, curso de python, mock, Python
Live de Python #95 - Entendendo o ORM do Django - com Regis Santos;20190701;http://youtu.be/cyxky2QJlwg;5815;Live de Python, python 3, python, BDD, #hoa, Hangouts On Air, Eduardo Mendes, orm, #hangoutsonair, curso de python, TDD, Python, %live_de_python%eduardo_mendes%, python tutorial, Programação funcional, django
Live de Python #94 - Django básico - com Regis Santos;20190625;http://youtu.be/YuKdwIhJysU;6156;#hangoutsonair, Python, %live_de_python%eduardo_mendes%, #hoa, TDD, Programação funcional, curso de python, Hangouts On Air, python tutorial, Eduardo Mendes, BDD, Live de Python, python, python 3
Resolvendo problemas #3: Python e TDD - primeiro positivo faltante;20190618;http://youtu.be/sW57b2Z56hQ;1992;Python, Live de Python, Programação funcional, TDD, curso de python, Eduardo Mendes, python, python tutorial, python 3, %live_de_python%eduardo_mendes%, BDD
Live de Python #93 - MicroPython: Python para microcontroladores - com Fabio Souza;20190617;http://youtu.be/KMf62oLcuSw;6480;TDD, python, Python, %live_de_python%eduardo_mendes%, Live de Python, Programação funcional, python tutorial, python 3, BDD, #hoa, Hangouts On Air, Eduardo Mendes, #hangoutsonair, curso de python
Live de Python #92 - Análise de Dados com Pandas - com Inácio Medeiros;20190610;http://youtu.be/zTEJm-Yjjjg;6155;python tutorial, Eduardo Mendes, Live de Python, python3, python2, python 3, %live_de_python%eduardo_mendes%, Python, BDD, Hangouts On Air, data science, #hangoutsonair, #hoa, curso de python, pandas, Programação funcional, matplotlib, python, TDD
Live de Python #91 - Criando documentação com MkDocs - com Allythy;20190527;http://youtu.be/rX8MRsN1N-U;5611;Live de Python, Programação funcional, curso de python, Eduardo Mendes, python, #hangoutsonair, %live_de_python%eduardo_mendes%, TDD, BDD, Python, python tutorial, Hangouts On Air, #hoa, python 3
Live de Python #90 - Introdução ao matplotlib - Gráficos com python;20190520;http://youtu.be/hgrXprOLq6w;5546;%live_de_python%eduardo_mendes%, curso de python, TDD, python tutorial, Eduardo Mendes, Programação funcional, python 3, Python, BDD, Live de Python, python
Live de Python #89 - Click p.2- Desenvolvendo CLIs bonitos e úteis;20190513;http://youtu.be/AHGDbNaHldA;4426;Live de Python, BDD, python tutorial, python 3, Python, TDD, Eduardo Mendes, python, %live_de_python%eduardo_mendes%, Programação funcional, curso de python
Live de Python #88 - Click - Desenvolvendo ferramentas de modo texto;20190506;http://youtu.be/_LnM7pSkmkM;4456;BDD, Eduardo Mendes, python, Programação funcional, curso de python, python tutorial, python 3, Live de Python, TDD, Python, %live_de_python%eduardo_mendes%
Live de Python #87 - Decoradores;20190422;http://youtu.be/5q-qz3GAj5U;5735;Python, %live_de_python%eduardo_mendes%, Live de Python, TDD, BDD, Programação funcional, python 3, python tutorial, python, curso de python, Eduardo Mendes
Live de Python #86 - Iteradores e Geradores;20190415;http://youtu.be/Xj5LlCeW0m0;5198;python, TDD, %live_de_python%eduardo_mendes%, Python, python tutorial, Live de Python, curso de python, python 3, Programação funcional, BDD, Eduardo Mendes
Live de Python #85 - Engenharia de qualidade (QE) - Com Og Maciel;20190408;http://youtu.be/AQzMk0j41S0;5761;Python, %live_de_python%eduardo_mendes%, Live de Python, QE, #hangoutsonair, QA, python tutorial, python, TDD, BDD, #hoa, Eduardo Mendes, Hangouts On Air, curso de python, python 3, Programação funcional
Live de Python #84 -Type Hints e anotações de funções;20190401;http://youtu.be/yEighFc_bZM;5668;Python, TDD, Eduardo Mendes, %live_de_python%eduardo_mendes%, python 3, BDD, python, python tutorial, curso de python, Programação funcional, Live de Python
Live de Python #83 - BDD com python e flask;20190325;http://youtu.be/aX0P5tsiat4;4699;python, %live_de_python%eduardo_mendes%, Live de Python, python tutorial, Python, TDD, BDD, Eduardo Mendes, curso de python, python 3, Programação funcional
Live de Python #82 - Autenticação de uma API Flask;20190318;http://youtu.be/ieGA91ExOH0;4241;Programação funcional, Live de Python, python tutorial, python 3, %live_de_python%eduardo_mendes%, python, BDD, TDD, Eduardo Mendes, curso de python, Python
Live de Python #81 - Testando o que está pronto;20190311;http://youtu.be/jqDxDsRJtAo;4489;curso de python, Programação funcional, python 3, BDD, Eduardo Mendes, python tutorial, TDD, %live_de_python%eduardo_mendes%, Python, python, Live de Python
Live de Python #80 - Melhorando testes de unidade com Faker, Factory boy e Hypothesis;20190225;http://youtu.be/HuZ2Keoc9Hs;5157;TDD, Eduardo Mendes, python 3, Live de Python, BDD, python tutorial, curso de python, Programação funcional, python, Python
Live de Python #79 - Testes de unidade na prática;20190218;http://youtu.be/atvuOV8QWRE;5287;python, curso de python, Programação funcional, python 3, TDD, Python, BDD, Eduardo Mendes, Live de Python, python tutorial
Live de Python #78 - Raspando a web com Scrapy - Com Renne Rocha;20190211;http://youtu.be/5LMG4OCoEn0;6261;TDD, Eduardo Mendes, Programação funcional, Hangouts On Air, Python, #hoa, curso de python, #hangoutsonair, web scrapping, BDD, Live de Python, python tutorial, scrapy, python, python 3
Live de Python #77 - Combinação Explosiva: Processo Seletivo com Just Python - Com Renzo Nuccitelli;20190204;http://youtu.be/OGNUq0w3j9E;8050;#hangoutsonair, Python, TDD, doctest, curso de python, Live de Python, Programação funcional, Hangouts On Air, seletivos, Eduardo Mendes, #hoa, seletivo, python 3, processos, BDD, python, python tutorial
Aulão de flask;20190201;http://youtu.be/XDclLJQVbNQ;7101;TDD, Eduardo Mendes, flask, python, testes, python tutorial, python 3, curso de python, #hangoutsonair, BDD, Python, Hangouts On Air, #hoa, Programação funcional, Live de Python
Live de Python #76 - Testes de unidade p.II - Dublês de teste;20190128;http://youtu.be/mOrsJwY2038;4137;mock, spies, Programação funcional, BDD, dublês de teste, dummies, Python, python tutorial, stub, TDD, mocks, dummy, curso de python, fake, Eduardo Mendes, Live de Python, teste double, spy, python 3, stubs, python, Testes unitários, fakes
Live de Python #75 - Testes de unidade;20190121;http://youtu.be/Sr9lUR1COpU;5177;curso de python, Programação funcional, ciclo de feedback, python, quando testar, xUnit, testes de unidade, por que testar, Arquitetura de testes, testes unitários, python tutorial, pytest, python 3, TDD, unittest, Python, Live de Python, BDD, Eduardo Mendes, testes
Live de Python #74 - Comunidades - Com Letícia Silva;20190107;http://youtu.be/AzS7OVzji8g;4685;#hoa, #hangoutsonair, python, Hangouts On Air, curso de python, Eduardo Mendes, Python, Programação funcional, python 3, python tutorial, Live de Python, BDD, TDD
Live de Python - Especial de fim de ano #2;20181217;http://youtu.be/Al_NzWTL0us;4811;Hangouts On Air, Python, curso de python, Eduardo Mendes, python, #hoa, #hangoutsonair, Live de Python, TDD, BDD, python 3, Programação funcional, python tutorial
Live de Python #73 - import this, tdd e exercícios em python - Com João Lugão;20181112;http://youtu.be/Td8Wbr4Y3bU;4235;#hoa, Live de Python, Testes de software, Hangouts On Air, python tutorial, python 3, #hangoutsonair, curso de python, BDD, TDD, Python, python
Live de Python #72 - Construíndo API REST com Pyramid + Cornice - Com Marcelo Moraes;20181105;http://youtu.be/urxB1ep4hkQ;5128;Testes de software, Hangouts On Air, Live de Python, #hoa, TDD, python, python 3, Python, python tutorial, BDD, curso de python, #hangoutsonair
Live de Python #71 - Resolvendo problemas do Project Euler - com Helio Meira Lins;20181029;http://youtu.be/cloqAaQ-6Go;3755;Python, Testes de software, #hangoutsonair, curso de python, BDD, python tutorial, python 3, Hangouts On Air, python, TDD, Live de Python, #hoa
Live Dojo na PyBr14;20181022;http://youtu.be/OW3hJD0DY5c;6051;python 3, python tutorial, BDD, curso de python, #hangoutsonair, python, Testes de software, Python, Live de Python, TDD, Hangouts On Air, #hoa
Live de Python #70 - Programação orientada a objetos #7 - gerenciamento de atributos;20181015;http://youtu.be/DlGUhJQf6_8;5138;python tutorial, python 3, curso de python, BDD, Live de Python, TDD, Testes de software, python, Python
Live de Python #69 - Programação orientada a objetos #6 - Interfaces e ABCs #2;20181008;http://youtu.be/erAXvsuihPQ;4949;Testes de software, TDD, python 3, Python, python, python tutorial, Live de Python, curso de python, BDD
Live de Python #68 - Programação orientada a objetos #5 - Interfaces e ABCs;20181001;http://youtu.be/yLHV1__nZZw;4440;python tutorial, python, Testes de software, python 3, curso de python, Python, TDD, BDD, Live de Python
Live de Python #67 - Fabricação digital -  Com Luiz Lima;20180924;http://youtu.be/Y3APLjreGps;5675;python tutorial, BDD, Live de Python, TDD, Hangouts On Air, #hangoutsonair, Testes de software, Python, #hoa, curso de python, python 3, python, Live de python
Minha primeira aplicação com flask;20180920;http://youtu.be/9qDTCIY3tK4;11376;python tutorial, Testes de software, BDD, Live de Python, Python, TDD, python 3, python, curso de python
Live de Python #66 - Sockets -  Com Rafael Matsuyama;20180917;http://youtu.be/5fFTk5Dc1VM;4301;TDD, #hangoutsonair, python, Testes de software, Live de Python, curso de python, python 3, Hangouts On Air, sockets, python tutorial, Python, BDD, #hoa
Live de Python #65 - Programação orientada a objetos #4 - Sobrecarga de operadores;20180910;http://youtu.be/XSVvXso_Ukc;4594;Testes de software, TDD, Python, python 3, python, python tutorial, BDD, curso de python, Live de Python
Live de Python #64 - Programação orientada a objetos #3 - Composição e métodos mágicos;20180903;http://youtu.be/MYaXUrmvrho;4384;TDD, python 3, BDD, python tutorial, Testes de software, Python, curso de python, Live de Python, python
Live de Python #63 - Análise de sentimento aplicado no futebol - Cássio Botaro;20180827;http://youtu.be/ywbzwTc51y4;4686;Testes de software, python 3, curso de python, Hangouts On Air, #hoa, Cassio botaro, BDD, TDD, Python, python tutorial, #hangoutsonair, Live de Python, futebol, python
Live de Python #62 - Programação orientada a objetos #2 - Herança e polimorfismo;20180820;http://youtu.be/xWTNoTtA9V8;4644;TDD, OO, Live de Python, BDD, python tutorial, Polimorfismo, python 3, curso de python, Testes de software, Herança, Python, python, OOP
Live de Python #61 - Programação orientada a objetos #1 - Introdução;20180813;http://youtu.be/BALM_oJcJL4;3929;Python, Live de Python, curso de python, python 3, Testes de software, python, orientação a objetos, Iniciante, Python OO, OO, Eduardo Mendes, curso python, iniciante, Python para iniciantes
Live de Python #60 - Exceções;20180806;http://youtu.be/sJpNfZqLpoI;4466;Python, python 3, python tutorial, curso de python, BDD, Live de Python, python, Testes de software, TDD
Live de Python #59 - Objetos assíncronos;20180730;http://youtu.be/GWn2EV5CDNI;4288;python tutorial, python 3, curso de python, Live de Python, BDD, TDD, Testes de software, Python, python
Python funcional - Aula #3 - Despacho, closures e decoradores;20180726;http://youtu.be/9gyf3wDRX78;6366;Live de Python, decoradores, TDD, Hangouts On Air, python, FP, #hangoutsonair, curso de python, singledispatch, PF, closures, #hoa, python tutorial, Testes de software, BDD, python 3, Progrmalçao funcional, Python
Live de Python #58 - Requests assincronos - Multiprocessamento #6;20180723;http://youtu.be/UignQVMdNlw;4127;Python, python 3, TDD, python, BDD, Live de Python, curso de python, Testes de software, python tutorial
Live de Python #57 - Novidades do Python 3.7 - Paulo Scardine;20180716;http://youtu.be/ntdJWYb0NxU;3976;Hangouts On Air, python tutorial, BDD, python, Live de Python, python 3, #hangoutsonair, curso de python, #hoa, Testes de software, Python, TDD
Live de Python #56 - Desenvolvimento web com Python e Flask - Bruno Rocha;20180702;http://youtu.be/i63yIVgb-4Q;7388;python 3, flask, python tutorial, Testes de software, BDD, Live de Python, TDD, python, #hoa, #hangoutsonair, bruno rocha, Hangouts On Air, Python, curso de python
Live de Python #55 - Concorrência com asyncio - Multiprocessamento #5;20180625;http://youtu.be/uaSuaMoYl4M;3617;Live de Python, BDD, TDD, python 3, curso de python, python, Testes de software, Python, python tutorial
Live de Python #54 - Concorrência com futures - Multiprocessamento #4;20180618;http://youtu.be/9-tg03KSp-s;3850;python tutorial, curso de python, Testes de software, TDD, Python, BDD, python 3, Live de Python, python
Live de Python #53 - Usando Processos - Multiprocessamento #3;20180604;http://youtu.be/ANGM6Tjf9zM;4211;TDD, Live de Python, BDD, Python, python tutorial, curso de python, python, Testes de software, python 3
Live de Python #52 - Usando Threads - Multiprocessamento #2;20180528;http://youtu.be/o4Ad8_LjElo;4734;Live de Python, python, curso de python, python tutorial, Python, Testes de software, python 3, TDD, BDD
Live de Python #51 - Introdução a multiprocessamento - Multiprocessamento #1 (parte 2);20180521;http://youtu.be/9HNlmjcOj6s;3465;Python, curso de python, python, TDD, Live de Python, BDD, python tutorial, Testes de software, python 3
Live de Python #51 - Introdução a multiprocessamento - Multiprocessamento #1 (parte 1);20180521;http://youtu.be/BJuO9nLqV2Y;929;Live de Python, python tutorial, python, BDD, python 3, Python, Testes de software, TDD, curso de python
Live de Python #50 - Agendando tarefas com python;20180514;http://youtu.be/FjJ1bClIa-o;4326;python 3, sched, python tutorial, python, curso de python, TDD, live de python, atom, Testes de software, Live de Python, scheduler, BDD, Python
Live de Python #49 - Serializando objetos com pickle e shelve;20180507;http://youtu.be/wuKVLbM2ins;4746;curso de python, python, TDD, Testes de software, python 3, BDD, Python, python tutorial, Live de Python
Live de Python #48 - Criando logs para aplicações;20180430;http://youtu.be/tZ2iJ5H99fg;4990;Live de Python, TDD, python, curso de python, python 3, Python, Testes de software, python tutorial, BDD
Live de Python #47 - Esses dados são viciados? estrelando pandas e scipy.stats (Com Danilo Bellini);20180423;http://youtu.be/UsNH6rBibwg;4936;python, BDD, scypy, Testes de software, Live de Python, TDD, Python, #hoa, curso de python, python tutorial, python 3, #hangoutsonair, pandas, Hangouts On Air
Live de Python #46 - O que aprendi ensinando Python (Especial de aniverário);20180419;http://youtu.be/PYFwz5_vdbQ;4453;Live de Python, Python, python 3, BDD, python, python tutorial, curso de python, Testes de software, TDD
Live de Python #45 - Rows (Com Turicas);20180416;http://youtu.be/ejLTO_J3DB4;4600;live de python, Hangouts On Air, curso de python, #hangoutsonair, python, Live de Python, #hoa, python 3, python tutorial, rows, pdf, turicas, TDD, Testes de software, BDD, Python, scraping
Live de Python #44 - Criando um bot para telegram (Com Rafael Galleani);20180409;http://youtu.be/xljES_-IbLA;4951;live de python, BDD, Telegram, #hoa, bot, python 3, #hangoutsonair, TDD, python tutorial, Python, Live de Python, Hangouts On Air, curso de python, python, Testes de software
Live de Python #43 - Gerenciadores de contexto;20180326;http://youtu.be/fR73UVNXb04;3854;Live de Python, python tutorial, BDD, Python, python 3, TDD, Testes de software, curso de python, python
Live de Python #42 - Testes de mutação com mutpy;20180319;http://youtu.be/wczL0iDtmuw;3729;TDD, tests, mutpy, python tutorial, Python, mutation, Live de Python, BDD, python, python 3, curso de python, Testes de software
Live de Python #41 - Cobertura e testrunners;20180312;http://youtu.be/2B6eSQ7qAeQ;4159;BDD, Live de Python, curso de python, TDD, Testes de software, python 3, Python, python tutorial, python
Live de Python #40 - Análise estática de código (linters);20180305;http://youtu.be/7_eAQ7SeuEg;3850;TDD, curso de python, Live de Python, BDD, Python, python tutorial, python, python 3, Testes de software
Live de Python #39 - Guias de estilo e padronização de código;20180226;http://youtu.be/bqxXWfCrUXs;4365;TDD, BDD, Live de Python, python, python tutorial, Testes de software, Python, curso de python, python 3
Live de Python #38 - Introdução a qualidade de software (Com Flavio Meira);20180219;http://youtu.be/qG-F5tordqc;4577;python tutorial, curso de python, Testes de software, TDD, python, BDD, python 3, Live de Python, Python
Live de Python #37 - Arquivos de configuração com ConfigParser;20180205;http://youtu.be/ujs6oYAeQRc;3601;python, Python, Testes de software, TDD, Live de Python, curso de python, BDD, python 3, python tutorial
Live de Python #36 - Argumentos em linha de comando (Argparse);20180129;http://youtu.be/LwxVscJUapk;3875;python tutorial, python 3, curso de python, BDD, Live de Python, TDD, Testes de software, Python, python
Live de Python #35 - Redes neurais usando a biblioteca padrão (com Felipe Corrêa);20180122;http://youtu.be/GqVQRrE1axw;4185;Live de Python, TDD, #hoa, python 3, Testes de software, python tutorial, BDD, Python, Hangouts On Air, curso de python, redes neurais, python, #hangoutsonair, HOA
Live de Python #34 - Trabalhando com arquivos de texto;20180115;http://youtu.be/sszTUlqAatc;4211;Testes de software, python tutorial, curso de python, python, TDD, Python, BDD, python 3, Live de Python
Live de Python #33 - Python para arquitetos, designers e artistas visuais (Com Alexandre Villares);20180108;http://youtu.be/lAGWXaDcsKU;3841;TDD, Testes de software, #hoa, artes, curso de python, #hangoutsonair, python 3, Live de Python, Python, BDD, python tutorial, Hangouts On Air, Processing, python
Live especial de fim de ano;20171218;http://youtu.be/WlAi00bP7fM;4714;Live de Python, curso de python, TDD, Testes de software, BDD, Hangouts On Air, python 3, python, #hoa, Python, #hangoutsonair, python tutorial
