ano,mes,dia,temp_MAX,temp_MIN,temp_MED
1917.0,4,22,23.0,13.5,18.25
1917.0,4,23,21.799999237060547,9.0,15.399999618530273
1917.0,4,24,24.5,7.800000190734863,16.149999618530273
1917.0,4,25,25.200000762939453,10.5,17.850000381469727
1917.0,4,26,25.399999618530273,10.199999809265137,17.799999237060547
1917.0,4,27,27.0,10.800000190734863,18.899999618530273
1917.0,4,28,26.200000762939453,10.600000381469727,18.400001525878906
1917.0,4,29,24.0,11.0,17.5
1917.0,4,30,24.0,9.0,16.5
1917.0,5,1,26.5,13.199999809265137,19.850000381469727
1917.0,5,2,24.200000762939453,14.5,19.350000381469727
1917.0,5,3,24.0,10.399999618530273,17.200000762939453
1917.0,5,4,24.799999237060547,6.5,15.649999618530273
1917.0,5,5,25.799999237060547,8.5,17.149999618530273
1917.0,5,6,29.0,8.0,18.5
1917.0,5,7,23.600000381469727,16.600000381469727,20.100000381469727
1917.0,5,8,22.200000762939453,16.0,19.100000381469727
1917.0,5,9,21.0,16.200000762939453,18.600000381469727
1917.0,5,10,23.0,11.5,17.25
1917.0,5,11,21.200000762939453,6.400000095367432,13.800000190734863
1917.0,5,12,21.399999618530273,4.199999809265137,12.799999237060547
1917.0,5,13,20.5,4.199999809265137,12.350000381469727
1917.0,5,14,18.5,2.200000047683716,10.350000381469727
1917.0,5,15,19.200000762939453,4.199999809265137,11.700000762939453
1917.0,5,16,20.0,7.599999904632568,13.800000190734863
1917.0,5,17,21.0,5.800000190734863,13.399999618530273
1917.0,5,18,21.200000762939453,8.800000190734863,15.0
1917.0,5,19,21.399999618530273,6.0,13.699999809265137
1917.0,5,20,23.200000762939453,7.0,15.100000381469727
1917.0,5,21,21.399999618530273,10.600000381469727,16.0
1917.0,5,22,22.399999618530273,7.199999809265137,14.799999237060547
1917.0,5,23,20.5,8.5,14.5
1917.0,5,24,27.299999237060547,9.399999618530273,18.349998474121094
1917.0,5,25,27.0,9.0,18.0
1917.0,5,26,27.5,9.5,18.5
1917.0,5,27,22.799999237060547,11.0,16.899999618530273
1917.0,5,28,15.600000381469727,11.399999618530273,13.5
1917.0,5,29,16.0,7.5,11.75
1917.0,5,30,16.600000381469727,3.0,9.800000190734863
1917.0,5,31,18.200000762939453,3.0,10.600000381469727
1917.0,6,1,22.399999618530273,2.5999999046325684,12.5
1917.0,6,2,22.799999237060547,4.0,13.399999618530273
1917.0,6,3,22.5,7.5,15.0
1917.0,6,4,22.200000762939453,4.199999809265137,13.200000762939453
1917.0,6,5,23.0,3.799999952316284,13.399999618530273
1917.0,6,6,21.799999237060547,4.199999809265137,13.0
1917.0,6,7,24.0,3.4000000953674316,13.699999809265137
1917.0,6,8,23.799999237060547,5.199999809265137,14.5
1917.0,6,9,25.200000762939453,3.799999952316284,14.5
1917.0,6,10,25.600000381469727,6.800000190734863,16.200000762939453
1917.0,6,11,26.799999237060547,8.0,17.399999618530273
1917.0,6,12,26.5,9.5,18.0
1917.0,6,13,26.799999237060547,10.0,18.399999618530273
1917.0,6,14,27.200000762939453,10.199999809265137,18.700000762939453
1917.0,6,15,25.799999237060547,8.600000381469727,17.200000762939453
1917.0,6,16,20.799999237060547,10.0,15.399999618530273
1917.0,6,17,17.399999618530273,4.800000190734863,11.100000381469727
1917.0,6,18,19.5,3.0,11.25
1917.0,6,19,21.600000381469727,4.0,12.800000190734863
1917.0,6,20,24.200000762939453,5.199999809265137,14.700000762939453
1917.0,6,21,25.0,7.199999809265137,16.100000381469727
1917.0,6,22,23.200000762939453,7.0,15.100000381469727
1917.0,6,23,24.399999618530273,7.0,15.699999809265137
1917.0,6,24,22.5,5.599999904632568,14.050000190734863
1917.0,6,25,22.399999618530273,5.0,13.699999809265137
1917.0,6,26,20.200000762939453,7.0,13.600000381469727
1917.0,6,27,20.200000762939453,9.800000190734863,15.0
1917.0,6,28,23.600000381469727,8.0,15.800000190734863
1917.0,6,29,23.5,7.800000190734863,15.649999618530273
1917.0,6,30,25.200000762939453,5.800000190734863,15.5
1917.0,7,1,27.399999618530273,6.199999809265137,16.799999237060547
1917.0,7,2,22.0,10.199999809265137,16.100000381469727
1917.0,7,3,25.0,9.199999809265137,17.100000381469727
1917.0,7,4,26.799999237060547,13.600000381469727,20.200000762939453
1917.0,7,5,25.799999237060547,12.5,19.149999618530273
1917.0,7,6,26.399999618530273,11.399999618530273,18.899999618530273
1917.0,7,7,28.799999237060547,12.600000381469727,20.700000762939453
1917.0,7,8,27.200000762939453,8.199999809265137,17.700000762939453
1917.0,7,9,20.5,16.5,18.5
1917.0,7,10,16.0,12.199999809265137,14.100000381469727
1917.0,7,11,16.600000381469727,11.199999809265137,13.899999618530273
1917.0,7,12,20.5,9.199999809265137,14.850000381469727
1917.0,7,13,19.799999237060547,3.0,11.399999618530273
1917.0,7,14,18.799999237060547,3.799999952316284,11.299999237060547
1917.0,7,15,22.5,3.5,13.0
1917.0,7,16,23.399999618530273,3.200000047683716,13.300000190734863
1917.0,7,17,24.0,1.5,12.75
1917.0,7,18,24.799999237060547,2.5,13.649999618530273
1917.0,7,19,24.829999923706055,3.5,14.164999961853027
1917.0,7,20,27.5,3.200000047683716,15.350000381469727
1917.0,7,21,24.200000762939453,12.0,18.100000381469727
1917.0,7,22,25.200000762939453,9.399999618530273,17.299999237060547
1917.0,7,23,24.0,5.0,14.5
1917.0,7,24,27.0,3.0,15.0
1917.0,7,25,28.5,3.0,15.75
1917.0,7,26,26.799999237060547,4.199999809265137,15.5
1917.0,7,27,28.399999618530273,4.199999809265137,16.299999237060547
1917.0,7,28,27.200000762939453,10.800000190734863,19.0
1917.0,7,29,23.5,13.800000190734863,18.649999618530273
1917.0,7,30,20.799999237060547,10.800000190734863,15.799999237060547
1917.0,7,31,19.799999237060547,5.800000190734863,12.799999237060547
1917.0,8,1,27.799999237060547,7.800000190734863,17.799999237060547
1917.0,8,2,24.0,8.800000190734863,16.399999618530273
1917.0,8,3,27.200000762939453,1.7999999523162842,14.5
1917.0,8,4,26.799999237060547,5.199999809265137,16.0
1917.0,8,5,22.799999237060547,4.199999809265137,13.5
1917.0,8,6,26.200000762939453,3.200000047683716,14.700000762939453
1917.0,8,7,28.799999237060547,6.199999809265137,17.5
1917.0,8,8,30.799999237060547,7.199999809265137,19.0
1917.0,8,9,29.200000762939453,11.199999809265137,20.200000762939453
1917.0,8,10,24.799999237060547,10.800000190734863,17.799999237060547
1917.0,8,11,28.899999618530273,8.800000190734863,18.850000381469727
1917.0,8,12,30.0,14.399999618530273,22.200000762939453
1917.0,8,13,21.5,16.399999618530273,18.950000762939453
1917.0,8,14,21.200000762939453,9.399999618530273,15.300000190734863
1917.0,8,15,18.200000762939453,7.0,12.600000381469727
1917.0,8,16,28.399999618530273,11.5,19.950000762939453
1917.0,8,17,28.200000762939453,13.399999618530273,20.799999237060547
1917.0,8,18,21.0,7.5,14.25
1917.0,8,19,23.799999237060547,1.5,12.649999618530273
1917.0,8,20,28.600000381469727,6.199999809265137,17.399999618530273
1917.0,8,21,31.0,13.199999809265137,22.100000381469727
1917.0,8,22,23.399999618530273,7.599999904632568,15.5
1917.0,8,23,21.600000381469727,2.5,12.050000190734863
1917.0,8,24,28.200000762939453,0.0,14.100000381469727
1917.0,8,25,27.200000762939453,3.5,15.350000381469727
1917.0,8,26,27.200000762939453,6.800000190734863,17.0
1917.0,8,27,27.200000762939453,7.5,17.350000381469727
1917.0,8,28,28.0,6.199999809265137,17.100000381469727
1917.0,8,29,28.0,8.0,18.0
1917.0,8,30,28.0,7.400000095367432,17.700000762939453
1917.0,8,31,29.600000381469727,7.400000095367432,18.5
1917.0,9,1,25.200000762939453,10.0,17.600000381469727
1917.0,9,2,26.600000381469727,5.599999904632568,16.100000381469727
1917.0,9,3,27.600000381469727,5.400000095367432,16.5
1917.0,9,4,32.0,8.600000381469727,20.299999237060547
1917.0,9,5,33.0,10.5,21.75
1917.0,9,6,33.0,10.0,21.5
1917.0,9,7,33.79999923706055,13.600000381469727,23.700000762939453
1917.0,9,8,34.20000076293945,13.0,23.600000381469727
1917.0,9,9,34.5,11.5,23.0
1917.0,9,10,30.799999237060547,11.0,20.899999618530273
1917.0,9,11,32.20000076293945,9.5,20.850000381469727
1917.0,9,12,27.600000381469727,14.0,20.799999237060547
1917.0,9,13,27.799999237060547,12.0,19.899999618530273
1917.0,9,14,29.799999237060547,12.0,20.899999618530273
1917.0,9,15,18.0,14.5600004196167,16.280000686645508
1917.0,9,16,23.0,16.5,19.75
1917.0,9,17,17.799999237060547,12.800000190734863,15.299999237060547
1917.0,9,18,18.200000762939453,12.800000190734863,15.5
1917.0,9,19,22.799999237060547,14.199999809265137,18.5
1917.0,9,20,25.5,15.199999809265137,20.350000381469727
1917.0,9,21,25.0,13.800000190734863,19.399999618530273
1917.0,9,22,27.5,11.199999809265137,19.350000381469727
1917.0,9,23,26.0,15.600000381469727,20.799999237060547
1917.0,9,24,28.600000381469727,14.0,21.299999237060547
1917.0,9,25,28.799999237060547,10.0,19.399999618530273
1917.0,9,26,29.799999237060547,10.399999618530273,20.099998474121094
1917.0,9,27,31.200000762939453,13.399999618530273,22.299999237060547
1917.0,9,28,30.200000762939453,14.800000190734863,22.5
1917.0,9,29,23.399999618530273,15.800000190734863,19.600000381469727
1917.0,9,30,29.100000381469727,15.0,22.049999237060547
1917.0,10,1,27.200000762939453,15.800000190734863,21.5
1917.0,10,2,25.399999618530273,15.199999809265137,20.299999237060547
1917.0,10,3,23.200000762939453,14.0,18.600000381469727
1917.0,10,4,28.399999618530273,15.5,21.950000762939453
1917.0,10,5,23.0,17.200000762939453,20.100000381469727
1917.0,10,6,22.799999237060547,15.0,18.899999618530273
1917.0,10,7,27.5,11.600000381469727,19.549999237060547
1917.0,10,8,28.799999237060547,11.800000190734863,20.299999237060547
1917.0,10,9,30.799999237060547,14.0,22.399999618530273
1917.0,10,10,21.0,14.899999618530273,17.950000762939453
1917.0,10,11,22.799999237060547,16.200000762939453,19.5
1917.0,10,12,27.799999237060547,14.800000190734863,21.299999237060547
1917.0,10,13,32.099998474121094,12.0,22.049999237060547
1917.0,10,14,29.399999618530273,14.600000381469727,22.0
1917.0,10,15,29.0,15.600000381469727,22.299999237060547
1917.0,10,16,25.799999237060547,14.0,19.899999618530273
1917.0,10,17,26.200000762939453,14.199999809265137,20.200000762939453
1917.0,10,18,22.799999237060547,11.199999809265137,17.0
1917.0,10,19,29.799999237060547,12.0,20.899999618530273
1917.0,10,20,30.399999618530273,9.5,19.950000762939453
1917.0,10,21,34.20000076293945,13.199999809265137,23.700000762939453
1917.0,10,22,28.399999618530273,13.0,20.700000762939453
1917.0,10,23,28.5,18.100000381469727,23.299999237060547
1917.0,10,24,28.0,17.600000381469727,22.799999237060547
1917.0,10,25,29.0,18.0,23.5
1917.0,10,26,26.600000381469727,17.600000381469727,22.100000381469727
1917.0,10,27,24.200000762939453,10.0,17.100000381469727
1917.0,10,28,27.0,8.600000381469727,17.799999237060547
1917.0,10,29,30.399999618530273,8.0,19.200000762939453
1917.0,10,30,32.20000076293945,13.399999618530273,22.799999237060547
1917.0,10,31,34.0,9.800000190734863,21.899999618530273
1917.0,11,1,28.0,12.0,20.0
1917.0,11,2,29.799999237060547,8.399999618530273,19.099998474121094
1917.0,11,3,31.0,6.599999904632568,18.799999237060547
1917.0,11,4,33.20000076293945,11.399999618530273,22.299999237060547
1917.0,11,5,31.899999618530273,15.5,23.700000762939453
1917.0,11,6,31.200000762939453,16.200000762939453,23.700000762939453
1917.0,11,7,35.0,16.799999237060547,25.899999618530273
1917.0,11,8,35.400001525878906,16.0,25.700000762939453
1917.0,11,9,30.0,14.0,22.0
1917.0,11,10,28.799999237060547,12.0,20.399999618530273
1917.0,11,11,30.200000762939453,10.0,20.100000381469727
1917.0,11,12,34.79999923706055,11.800000190734863,23.299999237060547
1917.0,11,13,35.79999923706055,14.899999618530273,25.349998474121094
1917.0,11,14,36.599998474121094,17.200000762939453,26.899999618530273
1917.0,11,15,24.0,14.5,19.25
1917.0,11,16,25.0,9.199999809265137,17.100000381469727
1917.0,11,17,25.0,9.0,17.0
1917.0,11,18,28.799999237060547,10.100000381469727,19.450000762939453
1917.0,11,19,19.0,14.0,16.5
1917.0,11,20,20.0,12.0,16.0
1917.0,11,21,22.799999237060547,9.5,16.149999618530273
1917.0,11,22,23.600000381469727,9.0,16.299999237060547
1917.0,11,23,26.100000381469727,7.400000095367432,16.75
1917.0,11,24,27.799999237060547,12.800000190734863,20.299999237060547
1917.0,11,25,28.399999618530273,11.0,19.700000762939453
1917.0,11,26,31.200000762939453,11.0,21.100000381469727
1917.0,11,27,31.100000381469727,13.0,22.049999237060547
1917.0,11,28,32.5,15.0,23.75
1917.0,11,29,28.200000762939453,17.200000762939453,22.700000762939453
1917.0,11,30,29.0,14.0,21.5
1917.0,12,1,29.0,12.600000381469727,20.799999237060547
1917.0,12,2,20.0,16.5,18.25
1917.0,12,3,19.0,16.0,17.5
1917.0,12,4,27.0,14.199999809265137,20.600000381469727
1917.0,12,5,28.0,13.199999809265137,20.600000381469727
1917.0,12,6,30.0,14.0,22.0
1917.0,12,7,29.200000762939453,15.0,22.100000381469727
1917.0,12,8,30.5,15.100000381469727,22.799999237060547
1917.0,12,9,32.79999923706055,13.800000190734863,23.299999237060547
1917.0,12,10,33.79999923706055,16.799999237060547,25.299999237060547
1917.0,12,11,29.899999618530273,14.199999809265137,22.049999237060547
1917.0,12,12,27.200000762939453,12.0,19.600000381469727
1917.0,12,13,26.200000762939453,15.199999809265137,20.700000762939453
1917.0,12,14,24.200000762939453,16.0,20.100000381469727
1917.0,12,15,31.0,17.0,24.0
1917.0,12,16,30.0,16.600000381469727,23.299999237060547
1917.0,12,17,30.200000762939453,17.600000381469727,23.900001525878906
1917.0,12,18,30.0,18.200000762939453,24.100000381469727
1917.0,12,19,31.5,18.799999237060547,25.149999618530273
1917.0,12,20,27.0,18.799999237060547,22.899999618530273
1917.0,12,21,27.399999618530273,19.0,23.200000762939453
1917.0,12,22,27.200000762939453,18.0,22.600000381469727
1917.0,12,23,29.0,19.600000381469727,24.299999237060547
1917.0,12,24,27.399999618530273,19.0,23.200000762939453
1917.0,12,25,29.5,17.0,23.25
1917.0,12,26,30.0,15.199999809265137,22.600000381469727
1917.0,12,27,30.0,15.199999809265137,22.600000381469727
1917.0,12,28,29.899999618530273,15.0,22.450000762939453
1917.0,12,29,31.600000381469727,13.0,22.299999237060547
1917.0,12,30,36.0,15.600000381469727,25.799999237060547
1917.0,12,31,35.5,18.799999237060547,27.149999618530273
1918.0,1,1,32.20000076293945,20.200000762939453,26.200000762939453
1918.0,1,2,34.0,19.0,26.5
1918.0,1,3,33.79999923706055,20.0,26.899999618530273
1918.0,1,4,34.20000076293945,18.200000762939453,26.200000762939453
1918.0,1,5,34.400001525878906,20.0,27.200000762939453
1918.0,1,6,33.0,20.5,26.75
1918.0,1,7,33.79999923706055,21.0,27.399999618530273
1918.0,1,8,32.20000076293945,20.0,26.100000381469727
1918.0,1,9,34.099998474121094,18.0,26.049999237060547
1918.0,1,10,28.5,19.0,23.75
1918.0,1,11,27.0,20.600000381469727,23.799999237060547
1918.0,1,12,28.399999618530273,18.399999618530273,23.399999618530273
1918.0,1,13,28.0,15.0,21.5
1918.0,1,14,31.0,15.0,23.0
1918.0,1,15,30.100000381469727,18.600000381469727,24.350000381469727
1918.0,1,16,23.600000381469727,18.799999237060547,21.200000762939453
1918.0,1,17,27.200000762939453,18.799999237060547,23.0
1918.0,1,18,24.200000762939453,20.0,22.100000381469727
1918.0,1,19,25.0,20.0,22.5
1918.0,1,20,24.0,19.5,21.75
1918.0,1,21,24.0,18.0,21.0
1918.0,1,22,27.0,18.0,22.5
1918.0,1,23,28.899999618530273,18.399999618530273,23.649999618530273
1918.0,1,24,29.399999618530273,16.5,22.950000762939453
1918.0,1,25,29.0,18.0,23.5
1918.0,1,26,30.100000381469727,18.399999618530273,24.25
1918.0,1,27,32.5,18.0,25.25
1918.0,1,28,30.0,18.0,24.0
1918.0,1,29,28.5,17.799999237060547,23.149999618530273
1918.0,1,30,29.100000381469727,17.0,23.049999237060547
1918.0,1,31,25.100000381469727,18.0,21.549999237060547
1918.0,2,1,25.0,19.0,22.0
1918.0,2,2,26.799999237060547,18.600000381469727,22.700000762939453
1918.0,2,3,28.200000762939453,18.799999237060547,23.5
1918.0,2,4,28.200000762939453,19.0,23.600000381469727
1918.0,2,5,24.0,19.0,21.5
1918.0,2,6,25.200000762939453,19.0,22.100000381469727
1918.0,2,7,23.399999618530273,18.399999618530273,20.899999618530273
1918.0,2,8,25.0,18.600000381469727,21.799999237060547
1918.0,2,9,30.0,18.399999618530273,24.200000762939453
1918.0,2,10,28.5,18.0,23.25
1918.0,2,11,30.0,19.0,24.5
1918.0,2,12,31.0,17.899999618530273,24.450000762939453
1918.0,2,13,31.0,16.799999237060547,23.899999618530273
1918.0,2,14,32.0,17.0,24.5
1918.0,2,15,31.5,17.0,24.25
1918.0,2,16,31.0,19.0,25.0
1918.0,2,17,29.0,19.200000762939453,24.100000381469727
1918.0,2,18,29.399999618530273,20.0,24.700000762939453
1918.0,2,19,29.200000762939453,18.0,23.600000381469727
1918.0,2,20,26.200000762939453,18.0,22.100000381469727
1918.0,2,21,31.0,18.200000762939453,24.600000381469727
1918.0,2,22,32.099998474121094,18.100000381469727,25.099998474121094
1918.0,2,23,33.0,18.0,25.5
1918.0,2,24,33.20000076293945,17.200000762939453,25.200000762939453
1918.0,2,25,31.799999237060547,18.100000381469727,24.950000762939453
1918.0,2,26,32.0,20.0,26.0
1918.0,2,27,30.899999618530273,20.0,25.450000762939453
1918.0,2,28,29.399999618530273,18.799999237060547,24.099998474121094
1918.0,3,1,28.0,17.0,22.5
1918.0,3,2,29.0,15.0,22.0
1918.0,3,3,29.5,15.600000381469727,22.549999237060547
1918.0,3,4,28.0,18.5,23.25
1918.0,3,5,23.0,17.600000381469727,20.299999237060547
1918.0,3,6,27.0,18.600000381469727,22.799999237060547
1918.0,3,7,29.0,18.5,23.75
1918.0,3,8,29.0,18.200000762939453,23.600000381469727
1918.0,3,9,23.0,18.799999237060547,20.899999618530273
1918.0,3,10,24.200000762939453,16.799999237060547,20.5
1918.0,3,11,27.0,13.800000190734863,20.399999618530273
1918.0,3,12,20.0,15.0,17.5
1918.0,3,13,25.0,17.0,21.0
1918.0,3,14,28.200000762939453,15.199999809265137,21.700000762939453
1918.0,3,15,32.099998474121094,16.0,24.049999237060547
1918.0,3,16,32.0,17.0,24.5
1918.0,3,17,32.0,17.600000381469727,24.799999237060547
1918.0,3,18,32.0,17.0,24.5
1918.0,3,19,29.0,19.200000762939453,24.100000381469727
1918.0,3,20,29.0,19.600000381469727,24.299999237060547
1918.0,3,21,28.0,18.799999237060547,23.399999618530273
1918.0,3,22,26.399999618530273,17.0,21.700000762939453
1918.0,3,23,28.799999237060547,15.5,22.149999618530273
1918.0,3,24,29.5,15.800000190734863,22.649999618530273
1918.0,3,25,30.200000762939453,17.0,23.600000381469727
1918.0,3,26,31.0,16.899999618530273,23.950000762939453
1918.0,3,27,30.200000762939453,16.0,23.100000381469727
1918.0,3,28,30.0,15.0,22.5
1918.0,3,29,30.0,14.800000190734863,22.399999618530273
1918.0,3,30,29.799999237060547,17.600000381469727,23.700000762939453
1918.0,3,31,32.599998474121094,18.0,25.299999237060547
1918.0,4,1,32.0,18.799999237060547,25.399999618530273
1918.0,4,2,31.200000762939453,17.0,24.100000381469727
1918.0,4,3,31.200000762939453,17.5,24.350000381469727
1918.0,4,4,27.600000381469727,17.0,22.299999237060547
1918.0,4,5,29.0,14.0,21.5
1918.0,4,6,29.799999237060547,17.0,23.399999618530273
1918.0,4,7,29.0,17.799999237060547,23.399999618530273
1918.0,4,8,24.799999237060547,19.0,21.899999618530273
1918.0,4,9,24.5,18.0,21.25
1918.0,4,10,25.0,15.399999618530273,20.200000762939453
1918.0,4,11,25.0,13.600000381469727,19.299999237060547
1918.0,4,12,26.600000381469727,13.0,19.799999237060547
1918.0,4,13,27.200000762939453,13.0,20.100000381469727
1918.0,4,14,28.200000762939453,13.0,20.600000381469727
1918.0,4,15,29.0,13.800000190734863,21.399999618530273
1918.0,4,16,29.0,12.800000190734863,20.899999618530273
1918.0,4,17,28.600000381469727,13.399999618530273,21.0
1918.0,4,18,27.0,17.0,22.0
1918.0,4,19,25.799999237060547,15.0,20.399999618530273
1918.0,4,20,25.399999618530273,12.399999618530273,18.899999618530273
1918.0,4,21,24.799999237060547,13.0,18.899999618530273
1918.0,4,22,21.0,15.0,18.0
1918.0,4,23,26.799999237060547,15.800000190734863,21.299999237060547
1918.0,4,24,28.399999618530273,18.799999237060547,23.599998474121094
1918.0,4,25,28.100000381469727,15.0,21.549999237060547
1918.0,4,26,25.0,12.0,18.5
1918.0,4,27,26.0,10.399999618530273,18.200000762939453
1918.0,4,28,26.0,10.399999618530273,18.200000762939453
1918.0,4,29,28.0,11.399999618530273,19.700000762939453
1918.0,4,30,28.0,9.399999618530273,18.700000762939453
1918.0,5,1,27.0,10.0,18.5
1918.0,5,2,28.799999237060547,10.800000190734863,19.799999237060547
1918.0,5,3,28.0,10.0,19.0
1918.0,5,4,27.799999237060547,13.0,20.399999618530273
1918.0,5,5,25.5,13.199999809265137,19.350000381469727
1918.0,5,6,24.0,9.0,16.5
